id1,id2,relation
6152569800000003,6152625000000008,-1
6152569800000003,6152625000000010,-1
6152569800000003,6152625000000015,-1
6152569800000003,6152625000000016,-1
6152569800000003,6152625000000018,-1
6152569800000003,6152625000000020,-1
6152569800000003,6152629700000005,-1
6152569800000003,6152629700000011,-1
6152569800000003,6152632000000006,-1
6152569800000003,6152632000000013,-1
6152569800000003,6152647200000003,-1
6152569800000003,6152671800000008,-1
6152569800000003,6152842600000008,-1
6152569800000003,6152842600000015,-1
6152569800000003,6153089400000004,-1
6152569800000003,6153089400000005,-1
6152569800000003,6153120900000011,-1
6152569800000003,6153122600000011,-1
6152569800000003,6153293000000005,-1
6152569800000003,6153863900000014,-1
6152569800000003,6153864700000015,-1
6152569800000004,6152613900000005,-1
6152569800000004,6152625000000009,-1
6152569800000004,6152629700000011,-1
6152569800000004,6152916600000003,-1
6152569800000004,6153864700000013,-1
6152569800000004,6153925200000001,-1
6152569800000005,6152625000000016,-1
6152569800000005,6153120900000008,-1
6152571900000001,6152600200000005,-1
6152571900000001,6152625000000011,-1
6152571900000001,6152625000000012,-1
6152571900000001,6152625000000014,-1
6152571900000001,6152625000000015,-1
6152571900000001,6152625000000018,-1
6152571900000001,6152625000000019,-1
6152571900000001,6152625000000021,-1
6152571900000001,6152625000000022,-1
6152571900000001,6152629700000010,-1
6152571900000001,6152629700000011,-1
6152571900000001,6152629700000012,1
6152571900000001,6152641600000009,-1
6152571900000001,6152651000000001,-1
6152571900000001,6152651000000002,-1
6152571900000001,6152651000000005,-1
6152571900000001,6152651000000012,-1
6152571900000001,6152665800000021,-1
6152571900000001,6152670300000005,-1
6152571900000001,6152842600000011,-1
6152571900000001,6152842600000015,-1
6152571900000001,6152842600000017,-1
6152571900000001,6153141600000001,-1
6152571900000001,6153293000000021,-1
6152571900000001,6153293000000022,-1
6152571900000001,6153317000000006,-1
6152571900000001,6153788700000019,-1
6152571900000001,6153913900000008,-1
6152571900000001,6154216100000009,-1
6152571900000001,6154236200000009,-1
6152571900000001,6154236200000010,-1
6152571900000002,6152600200000012,-1
6152571900000002,6152613900000004,-1
6152571900000002,6152629700000011,1
6152571900000002,6152629700000012,-1
6152571900000002,6152632000000015,-1
6152571900000002,6152641600000009,1
6152571900000002,6152661400000002,-1
6152571900000002,6152665800000020,-1
6152571900000002,6152670300000008,-1
6152571900000002,6152916600000005,-1
6152571900000002,6152971400000003,-1
6152571900000002,6153137900000007,-1
6152571900000002,6153291900000004,-1
6152571900000002,6153292800000002,-1
6152571900000002,6153293000000008,-1
6152571900000002,6153293000000010,-1
6152571900000002,6153293000000018,-1
6152571900000002,6153301700000006,-1
6152571900000002,6153307200000008,-1
6152571900000002,6153317000000006,-1
6152571900000002,6153754700000005,-1
6152571900000002,6153788700000006,-1
6152571900000002,6153798100000005,-1
6152571900000002,6153809500000003,-1
6152571900000002,6153809500000012,-1
6152571900000002,6153869500000002,-1
6152571900000002,6153869500000007,-1
6152571900000002,6153913900000005,-1
6152571900000002,6153949800000003,-1
6152571900000003,6152629700000012,-1
6152571900000003,6152651000000004,-1
6152571900000003,6152842600000017,-1
6152571900000003,6152916600000003,-1
6152571900000003,6153293000000017,-1
6152571900000003,6153293000000021,-1
6152571900000003,6153307200000007,-1
6152571900000003,6153914900000001,-1
6152571900000004,6152613900000001,-1
6152571900000004,6152613900000006,-1
6152571900000004,6152613900000007,-1
6152571900000004,6152625000000010,-1
6152571900000004,6152625000000011,-1
6152571900000004,6152625000000015,-1
6152571900000004,6152625000000017,-1
6152571900000004,6152629700000009,-1
6152571900000004,6152629700000011,1
6152571900000004,6152629700000012,-1
6152571900000004,6152640000000003,-1
6152571900000004,6152671800000004,-1
6152571900000004,6152710300000002,-1
6152571900000004,6152842600000011,-1
6152571900000004,6152842600000017,-1
6152571900000004,6153122600000009,-1
6152571900000004,6153788700000005,-1
6152571900000004,6153863900000001,-1
6152571900000004,6153913900000009,-1
6152571900000004,6154216100000004,-1
6152571900000005,6152625000000020,-1
6152571900000005,6152629700000010,1
6152571900000005,6152629700000012,1
6152571900000005,6152651000000012,-1
6152571900000005,6152670300000005,-1
6152571900000005,6152710300000001,-1
6152571900000005,6152915400000008,-1
6152571900000005,6153913900000011,-1
6152571900000005,6153914900000002,-1
6152571900000005,6153941900000004,-1
6152571900000006,6152613900000007,-1
6152571900000006,6152625000000011,-1
6152571900000006,6152625000000019,-1
6152571900000006,6152629700000005,-1
6152571900000006,6152629700000011,1
6152571900000006,6152632000000011,-1
6152571900000006,6152647400000009,1
6152571900000006,6152842600000015,-1
6152571900000006,6153124000000003,1
6152571900000006,6153297400000003,-1
6152571900000006,6153437800000011,-1
6152571900000006,6153809500000007,-1
6152573100000001,6152594700000001,-1
6152573100000001,6152629700000011,-1
6152573100000001,6152670300000013,-1
6152573100000001,6152710300000002,-1
6152573100000001,6152710300000023,-1
6152573100000001,6152838800000011,-1
6152573100000001,6152842600000009,-1
6152573100000001,6152842600000016,-1
6152573100000001,6153913900000007,-1
6152573100000001,6153949200000001,-1
6152573100000001,6154236200000009,-1
6152573100000002,6152575300000005,-1
6152573100000002,6152578600000006,-1
6152573100000002,6152625000000007,-1
6152573100000002,6152625000000012,-1
6152573100000002,6152640000000004,-1
6152573100000002,6152661400000002,-1
6152573100000002,6152663000000004,-1
6152573100000002,6152670300000008,-1
6152573100000002,6152670300000016,1
6152573100000002,6152673400000004,-1
6152573100000002,6152675200000002,-1
6152573100000002,6152675200000009,-1
6152573100000002,6152675200000018,-1
6152573100000002,6152677300000004,-1
6152573100000002,6152838800000010,-1
6152573100000002,6152842600000015,-1
6152573100000002,6152842600000017,-1
6152573100000002,6152842600000020,-1
6152573100000002,6153091900000008,-1
6152573100000002,6153129500000015,-1
6152573100000002,6153138300000008,-1
6152573100000002,6153141200000008,-1
6152573100000002,6153293000000013,-1
6152573100000002,6153300900000002,-1
6152573100000002,6153301700000001,-1
6152573100000002,6153307200000007,-1
6152573100000002,6153788700000003,-1
6152573100000002,6153809500000006,-1
6152573100000002,6153863900000001,-1
6152573100000002,6153863900000004,-1
6152573100000002,6153863900000005,-1
6152573100000002,6153863900000007,-1
6152573100000002,6153863900000012,-1
6152573100000002,6153869500000002,-1
6152573100000002,6153869500000005,-1
6152573100000002,6153909500000001,-1
6152573100000002,6153913900000005,-1
6152573100000002,6153921700000008,1
6152573100000002,6153925200000007,-1
6152573100000002,6153928400000002,-1
6152573100000002,6153928400000009,-1
6152573100000002,6153934600000003,-1
6152573100000002,6153934600000006,-1
6152573100000002,6153934600000009,-1
6152573100000002,6153934600000011,-1
6152573100000002,6153949200000002,-1
6152573100000002,6154216100000003,-1
6152573100000002,6154216100000006,-1
6152573100000002,6154216100000007,-1
6152573100000002,6154234800000002,-1
6152573100000002,6154236200000006,-1
6152573100000003,6152613900000005,-1
6152573100000003,6152651000000001,-1
6152573100000003,6152665800000016,-1
6152573100000003,6152665800000020,-1
6152573100000003,6152670300000001,-1
6152573100000003,6152670300000005,-1
6152573100000003,6152916600000003,-1
6152573100000003,6152933200000003,-1
6152573100000003,6153018200000010,-1
6152573100000003,6153089400000007,-1
6152573100000003,6153129500000001,-1
6152573100000003,6153293000000020,-1
6152573100000003,6153293000000022,-1
6152573100000003,6153863900000010,-1
6152573100000003,6153864700000013,-1
6152573100000003,6153869500000002,1
6152573100000003,6153914900000001,-1
6152573100000003,6153928400000007,-1
6152573100000003,6154234800000006,-1
6152573100000003,6154236400000012,-1
6152575300000001,6152706300000020,-1
6152575300000001,6152842600000008,-1
6152575300000001,6153914900000001,-1
6152575300000001,6153949800000001,-1
6152575300000002,6152578600000010,-1
6152575300000002,6152613900000005,-1
6152575300000002,6152625000000014,-1
6152575300000002,6152663000000006,-1
6152575300000002,6152842600000015,-1
6152575300000002,6152842600000016,-1
6152575300000002,6152916600000003,-1
6152575300000002,6152971400000001,-1
6152575300000002,6153018200000003,-1
6152575300000002,6153089400000007,-1
6152575300000002,6153122400000008,-1
6152575300000002,6153141200000001,-1
6152575300000002,6153141200000005,-1
6152575300000002,6153913900000007,-1
6152575300000002,6153934600000003,1
6152575300000002,6153934600000004,1
6152575300000002,6153934600000006,-1
6152575300000003,6152578600000015,-1
6152575300000003,6152597500000006,-1
6152575300000003,6152597500000007,-1
6152575300000003,6152625000000015,-1
6152575300000003,6152625000000019,-1
6152575300000003,6152629700000005,-1
6152575300000003,6152629700000009,-1
6152575300000003,6152629700000013,1
6152575300000003,6152632000000005,-1
6152575300000003,6152632000000007,-1
6152575300000003,6152632000000009,-1
6152575300000003,6152641600000001,-1
6152575300000003,6152641600000009,-1
6152575300000003,6152641600000013,-1
6152575300000003,6152647400000004,-1
6152575300000003,6152651000000001,-1
6152575300000003,6152660400000004,-1
6152575300000003,6152663000000006,-1
6152575300000003,6152671800000004,-1
6152575300000003,6152675200000018,-1
6152575300000003,6152760100000001,-1
6152575300000003,6152765300000005,-1
6152575300000003,6152838800000004,-1
6152575300000003,6152838800000005,-1
6152575300000003,6152838800000007,-1
6152575300000003,6152842600000008,-1
6152575300000003,6152842600000009,-1
6152575300000003,6152842600000015,-1
6152575300000003,6152842600000018,-1
6152575300000003,6152842600000020,-1
6152575300000003,6152915400000003,-1
6152575300000003,6152916600000003,-1
6152575300000003,6152916600000005,-1
6152575300000003,6152916600000007,-1
6152575300000003,6152933200000001,-1
6152575300000003,6152971400000004,-1
6152575300000003,6153089400000005,-1
6152575300000003,6153120900000011,-1
6152575300000003,6153129500000014,-1
6152575300000003,6153141200000008,-1
6152575300000003,6153141600000001,-1
6152575300000003,6153293000000003,-1
6152575300000003,6153307200000006,-1
6152575300000003,6153437800000001,-1
6152575300000003,6153437800000003,-1
6152575300000003,6153754700000004,-1
6152575300000003,6153788700000019,-1
6152575300000003,6153863900000013,-1
6152575300000003,6153869500000018,-1
6152575300000003,6153913900000006,-1
6152575300000003,6153928400000003,-1
6152575300000003,6153934600000001,-1
6152575300000003,6153934600000010,-1
6152575300000003,6153934600000011,-1
6152575300000003,6154216100000009,-1
6152575300000003,6154236400000001,-1
6152575300000004,6152578600000009,-1
6152575300000004,6152629700000005,-1
6152575300000004,6152651000000008,-1
6152575300000004,6152675200000004,-1
6152575300000004,6152710300000018,-1
6152575300000004,6152838800000005,-1
6152575300000004,6152838800000006,-1
6152575300000004,6152842600000015,-1
6152575300000004,6152842600000016,-1
6152575300000004,6152916600000003,-1
6152575300000004,6152971400000002,-1
6152575300000004,6153018200000003,-1
6152575300000004,6153018200000009,1
6152575300000004,6153018200000010,-1
6152575300000004,6153141200000004,-1
6152575300000004,6153914900000002,-1
6152575300000004,6153934600000006,-1
6152575300000005,6152578600000003,-1
6152575300000005,6152578600000011,-1
6152575300000005,6152613900000001,-1
6152575300000005,6152614500000001,-1
6152575300000005,6152663000000004,-1
6152575300000005,6152675200000013,-1
6152575300000005,6152677300000004,-1
6152575300000005,6152765300000004,-1
6152575300000005,6152842600000017,-1
6152575300000005,6152916600000003,-1
6152575300000005,6152971400000004,-1
6152575300000005,6153018200000009,-1
6152575300000005,6153092600000003,-1
6152575300000005,6153120900000008,-1
6152575300000005,6153122400000011,-1
6152575300000005,6153124000000002,-1
6152575300000005,6153129500000007,-1
6152575300000005,6153141200000009,-1
6152575300000005,6153307200000006,-1
6152575300000005,6153798100000005,-1
6152575300000005,6153809500000003,-1
6152575300000005,6153809500000011,-1
6152575300000005,6153934600000011,-1
6152575300000005,6154236200000008,-1
6152575300000006,6152578600000003,-1
6152575300000006,6152593300000003,-1
6152575300000006,6152613900000006,1
6152575300000006,6152651000000012,-1
6152575300000006,6152663000000006,-1
6152575300000006,6152665800000002,-1
6152575300000006,6152665800000006,-1
6152575300000006,6152670300000002,-1
6152575300000006,6152675200000011,-1
6152575300000006,6152675200000017,-1
6152575300000006,6152677300000004,-1
6152575300000006,6152705300000003,-1
6152575300000006,6152706300000013,-1
6152575300000006,6152765300000004,-1
6152575300000006,6152838800000006,-1
6152575300000006,6152842600000005,-1
6152575300000006,6152842600000009,-1
6152575300000006,6152916600000003,-1
6152575300000006,6152971400000008,-1
6152575300000006,6153018200000001,-1
6152575300000006,6153018200000009,-1
6152575300000006,6153092600000004,-1
6152575300000006,6153131200000003,-1
6152575300000006,6153141200000003,-1
6152575300000006,6153292800000002,-1
6152575300000006,6153301700000004,-1
6152575300000006,6153301700000012,-1
6152575300000006,6153307200000007,-1
6152575300000006,6153809500000014,-1
6152575300000006,6153864700000015,-1
6152575300000006,6154216100000004,-1
6152575300000006,6154236200000002,-1
6152575300000007,6152578600000003,-1
6152575300000007,6152578600000011,-1
6152575300000007,6152600200000007,-1
6152575300000007,6152625000000015,-1
6152575300000007,6152629700000009,-1
6152575300000007,6152629700000011,1
6152575300000007,6152632000000002,-1
6152575300000007,6152632000000019,-1
6152575300000007,6152647400000009,-1
6152575300000007,6152663000000006,-1
6152575300000007,6152675200000003,-1
6152575300000007,6152675200000006,-1
6152575300000007,6153120900000001,-1
6152575300000007,6153120900000008,-1
6152575300000007,6153124000000003,-1
6152575300000007,6153293000000016,-1
6152575300000007,6153293000000020,1
6152575300000007,6153863900000001,-1
6152575300000007,6153869500000009,-1
6152575300000007,6153869500000017,-1
6152575300000007,6153913900000009,-1
6152575300000007,6153925200000001,-1
6152575300000007,6153925200000007,-1
6152575300000007,6154216100000007,-1
6152575300000007,6154234800000006,1
6152575300000007,6154236400000001,-1
6152576800000001,6152625000000019,-1
6152576800000001,6152629700000009,-1
6152576800000001,6153307200000003,-1
6152576800000001,6153914900000001,-1
6152576800000001,6153928400000007,1
6152576800000002,6152625000000011,-1
6152576800000002,6152842600000009,-1
6152576800000002,6153293000000020,1
6152576800000003,6152632000000007,-1
6152576800000003,6152641600000013,-1
6152576800000003,6152842600000005,-1
6152576800000003,6153293000000018,-1
6152576800000004,6152663000000001,-1
6152576800000004,6152916600000003,1
6152576800000004,6152933200000003,-1
6152576800000004,6153869500000011,-1
6152576800000004,6154234800000006,-1
6152578600000001,6152629700000009,-1
6152578600000001,6152665800000019,-1
6152578600000001,6152916600000004,-1
6152578600000001,6152971400000004,-1
6152578600000001,6153018200000009,1
6152578600000001,6153809500000011,-1
6152578600000001,6153869500000009,-1
6152578600000002,6152641600000013,-1
6152578600000002,6152665800000004,-1
6152578600000002,6152665800000020,-1
6152578600000002,6152670300000014,-1
6152578600000002,6152675200000013,-1
6152578600000002,6152677300000004,-1
6152578600000002,6153120900000008,-1
6152578600000002,6153122800000003,-1
6152578600000002,6153128600000001,-1
6152578600000002,6153129500000005,-1
6152578600000002,6153293000000002,-1
6152578600000002,6153293000000020,-1
6152578600000002,6153809500000007,-1
6152578600000002,6153863900000010,-1
6152578600000002,6153864700000002,-1
6152578600000002,6153864700000013,-1
6152578600000002,6153925200000001,-1
6152578600000002,6153928400000009,-1
6152578600000002,6153934600000009,-1
6152578600000002,6153952800000001,-1
6152578600000003,6152594700000001,-1
6152578600000003,6152625000000006,-1
6152578600000003,6152625000000010,-1
6152578600000003,6152632000000011,-1
6152578600000003,6152665800000001,-1
6152578600000003,6152665800000016,-1
6152578600000003,6152665800000020,-1
6152578600000003,6152665800000023,-1
6152578600000003,6152670300000011,-1
6152578600000003,6152670300000016,-1
6152578600000003,6152670300000018,-1
6152578600000003,6152675200000013,-1
6152578600000003,6152677300000004,-1
6152578600000003,6152838800000002,-1
6152578600000003,6152842600000005,-1
6152578600000003,6153120900000008,-1
6152578600000003,6153129500000007,-1
6152578600000003,6153788700000019,-1
6152578600000003,6153863900000009,-1
6152578600000003,6153864700000010,-1
6152578600000003,6153864700000012,-1
6152578600000003,6153869500000002,-1
6152578600000003,6153869500000005,-1
