claim_id,claim,document_id
6152600200000012,"The IZh-58MAE shotgun was the last model of the IZh-58 series, produced since 1977.",61526002
6152613900000001,"The 2019 China Open, organized by Chinese Badminton Association and sanctioned by the BWF, took place at Olympic Sports Center Xincheng Gymnasium in Changzhou, Jiangsu, China, from September 17 to 22, 2019.",61526139
6152613900000002,"The total prize money for the 2019 China Open was US$1,000,000.",61526139
6152613900000003,"Kento Momota won the men's singles title with a total award of $70,000.",61526139
6152613900000004,"Akane Yamaguchi reached the final of the women's singles tournament but lost to Tai Tzu-ying with a total award of $34,000.",61526139
6152613900000005,"Chen Qingchen and Jia Yifan won the women's doubles title with a total award of $74,000.",61526139
6152613900000006,"Zheng Siwei and Huang Yaqiong won the mixed doubles title with a total award of $70,000.",61526139
6152613900000007,The 2019 China Open was part of the BWF World Tour Super 1000 event.,61526139
6152614500000001,Kenneth John 'Ken' McKenzie was an Australian rugby league footballer who played in the 1940s and 1950s.,61526145
6152614500000002,Ken McKenzie joined St. George Dragons soon after his discharge from the Australian Army in 1946 WW2 Nominal Roll K.J.McKenzie.,61526145
6152614500000003,"Ken McKenzie played 95 games for Saints in all grades, was captain of Reserve Grade The St.George Call (Kogarah) on 3/4/1950.",61526145
6152614500000004,Ken McKenzie captained the First Grade team on 25 April 1952 in a game against Parramatta The Sun (Sydney).,61526145
6152614500000005,Ken McKenzie retired from football in 1952 after suffering recurring knee cartilage problems.,61526145
6152614500000006,"Upon retirement from playing, Ken McKenzie became the club's Auditor and was selected on the club Committee.",61526145
6152614500000007,"In February 1955, Ken McKenzie was elected the sixth Hon. Secretary of St. George replacing Baden Wales.",61526145
6152614500000008,"Ken McKenzie held the position of Secretary until May 1956 when he resigned his position due to his private accountancy business transferring to Wellington, New South Wales The St.GEORGE CALL (Kogarah).",61526145
6152614500000009,"Ken McKenzie was replaced as Secretary of St. George by Frank Facer, who went on to stay Secretary until his death in 1978.",61526145
6152614500000010,"Ken McKenzie died on 10 May 1998, 30 days before his 72nd birthday.",61526145
6152615100000001,The Za'aba Spelling was introduced in 1924 by Zainal Abidin Ahmad.,61526151
6152615100000002,"Za'aba's orthographic system principally dealt with the assignment of vowels in closed syllables, and distinguished the schwa from the half-open vowel /e/ by a new grapheme .",61526151
6152615100000003,The Za'aba system emphasized the importance to represent the original pronunciation of Johor-Riau Malay.,61526151
6152615100000004,"By 1930s, the Za'aba spelling became the official orthography used in Malaya and even adopted in the education system and civil administration.",61526151
6152615100000005,"The Wilkinson orthography was introduced by a British scholar administrator, Richard James Wilkinson in 1904.",61526151
6152615100000006,"The Wilkinson orthography was widely used in all British colonies and protectorates in Malaya, Singapore, and Borneo.",61526151
6152615100000007,"Za'aba standardized the marking for the Malay indeterminate vowel or the schwa represented by phonetic sound , by introducing a new grapheme .",61526151
6152615100000008,The Za'aba system introduced the use of hyphens to differentiate affixes or post-positional emphases from the infinitives.,61526151
6152615100000009,The Ejaan Sekolah ('school spelling system') was called after the adoption of the Za'aba orthography in schools.,61526151
6152625000000001,Sam Garrett Lane was born on 30 April 1997.,61526250
6152625000000002,"Sam Lane was born in Christchurch, New Zealand.",61526250
6152625000000003,"Sam Lane was raised in Temuka, New Zealand.",61526250
6152625000000004,Sam Lane started playing field hockey at the age of 3.,61526250
6152625000000005,Canterbury is Sam Lane's club team in the New Zealand National Hockey League.,61526250
6152625000000006,Sam Lane made his senior debut for the Black Sticks against Australia in 2016 during the Trans–Tasman Trophy.,61526250
6152625000000007,"The Black Sticks national side has only medalled once with Sam Lane, at the 2017 Oceania Cup held in Sydney, Australia.",61526250
6152625000000008,The national team's most recent appearance was during the inaugural tournament of the FIH Pro League.,61526250
6152625000000009,New Zealand finished eighth and last place in the 2019 FIH Pro League.,61526250
6152625000000010,"Sam Lane scored 1 goal against Australia on 20 November 2016 at Lloyd Elsmore Hockey Stadium, Auckland, New Zealand, resulting in a score of 2–0 for his team.",61526250
6152625000000011,The result of Sam Lane's match against Australia on 20 November 2016 was a win with a score of 2–1.,61526250
6152625000000012,"Sam Lane scored 2 goals against Australia on 17 March 2017 at National Hockey Stadium, Wellington, New Zealand, resulting in a score of 3–2 for his team.",61526250
6152625000000013,The result of Sam Lane's match against Australia on 18 March 2017 was a draw with a score of 2–2.,61526250
6152625000000014,"Sam Lane scored 1 goal against Australia on 23 April 2017 at Tun Razak Hockey Stadium, Bandar Tun Razak, Malaysia, resulting in a score of 2–7 for his team.",61526250
6152625000000015,The result of Sam Lane's match against Australia on 24 April 2017 was a loss with a score of 3–3.,61526250
6152625000000016,"Sam Lane scored 1 goal against Australia on 23 April 2017 at Tun Razak Hockey Stadium, Bandar Tun Razak, Malaysia, resulting in a score of 2–8 for his team.",61526250
6152625000000017,The result of Sam Lane's match against Australia on 24 April 2017 was a loss with a score of 3–3.,61526250
6152625000000018,"Sam Lane scored 3 goals against Australia on 2 May 2017 at Azlan Shah Stadium, Ipoh, Malaysia, resulting in a score of 3–1 for his team.",61526250
6152625000000019,The result of Sam Lane's match against Australia on 26 June 2017 was a loss with a score of 3–2.,61526250
6152625000000020,"Sam Lane scored 5 goals against Australia on 14 October 2017 at Sydney Olympic Park, Sydney, Australia, resulting in a score of 19–0 for his team.",61526250
6152625000000021,The result of the 2017 Oceania Cup was that New Zealand finished eighth and last place.,61526250
6152625000000022,Sam Lane played in the inaugural tournament of the FIH Pro League.,61526250
6152629700000001,Albert Anastasia was an American mobster born in 1902.,61526297
6152629700000002,Antônio Anastasia is a Brazilian politician born in 1961.,61526297
6152629700000003,Aravina Anastasia is a Russian actress born in 1983.,61526297
6152629700000004,Flavio Anastasia is an Italian cyclist born in 1969.,61526297
6152629700000005,George Anastasia is an American writer born in 1947.,61526297
6152629700000006,Ino Anastasia was a Byzantine empress consort who died in 593.,61526297
6152629700000007,Lawrence Anastasia was an American politician born in 1926 and died in 2008.,61526297
6152629700000008,Masayu Anastasia is an Indonesian model and actress born in 1984.,61526297
6152629700000009,"Each claim is a complete, standalone statement that can be verified as true or false.",61526297
6152629700000010,Pronouns and vague references have been replaced with specific subjects.,61526297
6152629700000011,Each claim contains only one fact.,61526297
6152629700000012,"The output includes each claim on a new line, numbered starting from 1.",61526297
6152629700000013,Contextual information has been included in each claim.,61526297
6152632000000001,"Bernard Soysa was born on 20 March 1914 in Colombo, Ceylon.",61526320
6152632000000002,"Bernard Soysa attended the Holy Family Convent, Bambalapitiya; S. Thomas' College, Mount Lavinia; and Ananda College before joining the Samasamajist movement in 1937 as a student at University College, Colombo.",61526320
6152632000000003,Soysa dropped out of University College and later joined the Lanka Sama Samaja Party after brief stints at Ceylon Law College and teaching.,61526320
6152632000000004,"In April 1942, Bernard Soysa traveled to India to assist in establishing the Bolshevik-Leninist Party of India, which was involved in the struggle against British rule in August 1942.",61526320
6152632000000005,Bernard Soysa was arrested in Bombay in July 1943 and detained for 50 days before being released on parole.,61526320
6152632000000006,"Following the end of World War II, Bernard Soysa contested the 1st parliamentary election in the Colombo South electorate, where he polled third in 1947.",61526320
6152632000000007,"Bernard Soysa ran against Theodore Frederick Jayewardene at the 2nd parliamentary election and lost by 5,180 votes in 1952.",61526320
6152632000000008,"Soysa was elected to the Colombo Municipal Council from the Tibirigasyaya Ward, defeating Kusala Abhayavardhana.",61526320
6152632000000009,"At the 3rd parliamentary election, Bernard Soysa won for the seat of Colombo South with 14,199 votes (50.93% of the total vote) in 1956.",61526320
6152632000000010,"In 1960, Colombo South became a multi-member constituency with two seats in Parliament following its amalgamation with the Wellawatte/Galkissa electorate.",61526320
6152632000000011,"Bernard Soysa and Edmund Samarawickrema were elected as representatives in March 1960, along with J.R. Jayewardene.",61526320
6152632000000012,"Soysa was re-elected in July 1960, and he and J.R. Jayewardene retained their seats unopposed in 1965.",61526320
6152632000000013,"At the 7th parliamentary election held on 27 May 1970, Bernard Soysa supported the coalition government that included the Sri Lanka Freedom Party, Lanka Sama Samaja Party, and Communist Party.",61526320
6152632000000014,"Soysa served as the Chairman of the Public Accounts Committee of Parliament for a term spanning from 1964 to 1977, under both United National Party and coalition governments.",61526320
6152632000000015,He acted as Minister of Finance on several occasions when N.M. Perera was out of the country during the second coalition government.,61526320
6152632000000016,Soysa served as the Minister of Housing in Sirimavo Bandaranaike's cabinet before being part of another ministerial position.,61526320
6152632000000017,"In 1977, Bernard Soysa contested the Colombo East electorate and finished third, losing to Edmund Samarawickrema.",61526320
6152632000000018,"At the 10th parliamentary election in August 1994, Soysa was elected to parliament as an LSSP member of the People's Alliance in the Colombo Electoral District.",61526320
6152632000000019,He became the Minister of Science and Technology after being appointed by the Kumaratunga cabinet in 1994.,61526320
6152632000000020,Bernard Soysa spoke at the 50th anniversary session of the Sri Lanka Association for the Advancement of Science in 1994 as a minister.,61526320
6152632000000021,"Soysa died on 30 December 1997 at the National Hospital, Colombo, Sri Lanka, and his position as Minister of Science and Technology was filled by Vasudeva Nanayakkara in January 1998.",61526320
6152632000000022,"On 20 March 2001, Sri Lanka Post issued a commemorative stamp with Bernard Soysa's image.",61526320
6152632000000023,"In May 2014, Kirula Road, Narahenpita, was renamed Bernard Soysa Mawatha in his honor.",61526320
6152640000000001,The Union Territory Cricket Association is the governing body of cricket in the Union Territory of Chandigarh in India.,61526400
6152640000000002,"Since August 2019, UTCA is affiliated to the Board of Control for Cricket in India.",61526400
6152640000000003,UTCA will play its first Ranji Trophy season in 2019–20.,61526400
6152640000000004,"In August 2019, BCCI announced that Chandigarh cricket team will be featured in the Plate Division of the BCCI domestic season 2019–20.",61526400
6152640000000005,V. R. V. Singh was named as the first coach of the Chandigarh cricket team.,61526400
6152641600000001,"Grace Bailey Turner was born on January 1, 1904.",61526416
6152641600000002,Grace Bailey attended the Cleveland School of Art beginning in 1922.,61526416
6152641600000003,Max Fleischer's Out of the Inkwell series featured inkers including Grace Bailey.,61526416
6152641600000004,"In 1930, Grace Bailey moved to Southern California where she began making custom lampshades.",61526416
6152641600000005,"In 1932, Grace Bailey applied for a job at Walt Disney Animation Studios.",61526416
6152641600000006,"By 1954, the films Disney made were transitioning into color with the Silly Symphonies.",61526416
6152641600000007,Betty Kimball inspired Grace Bailey's development of a sky blue color palette.,61526416
6152641600000008,Grace Bailey developed methods for maintaining consistency of color in Ink & Paint work.,61526416
6152641600000009,"During World War II, Walt Disney transitioned back to normal production, and Grace Bailey advocated for raising top salaries.",61526416
6152641600000010,"Between 1954 and 1972, Grace Bailey was the head of the Ink & Paint Department at Walt Disney Animation Studios.",61526416
6152641600000011,"In 1958, Grace Bailey remarked in a book that women are suited to ink and paint work due to their qualities.",61526416
6152641600000012,Merle Welton recalled that Grace Bailey threatened to fire her from the department in 1953 for meeting with animators during lunch breaks.,61526416
6152641600000013,"Ginni Mack said of Grace Bailey: ""She had a way about her and she was really respected... Grace could hire and fire, everybody knew that.""",61526416
6152641600000014,Edle Bakke stated that there was a password among the women of the Ink & Paint Department to indicate when Grace Bailey was in the room.,61526416
6152641600000015,"In 1983, Grace Bailey died in Florida.",61526416
6152641600000016,"In 2000, Grace Bailey posthumously received a Disney Legends Award for her 40-year career with the Walt Disney Company.",61526416
6152642700000001,Chun-Hway Hsueh is a Taiwanese materials scientist.,61526427
6152642700000002,"Chun-Hway Hsueh studied physics at National Taiwan University and then switched to materials science as a graduate student at National Tsing Hua University and the University of California, Berkeley.",61526427
6152642700000003,Chun-Hway Hsueh began working for Oak Ridge National Laboratory in 1986.,61526427
6152642700000004,"In 2002, Chun-Hway Hsueh was listed as an ISI highly cited researcher in materials science.",61526427
6152642700000005,"In 2008, Chun-Hway Hsueh returned to Taiwan to teach at National Taiwan University and was appointed to a distinguished professorship within the school's Department of Materials Science and Engineering.",61526427
6152642700000006,Chun-Hway Hsueh has served as associate editor for several academic journals.,61526427
6152642700000007,Chun-Hway Hsueh received the 2019 Ceramic Industry Award from the Taiwan Ceramic Society in 2019.,61526427
6152647200000001,The Union Territory of Chandigarh has a cricket team representing it in Indian domestic competitions.,61526472
6152647200000002,"In August 2019, the Board of Control for Cricket in India (BCCI) named the Chandigarh cricket team as one of the nine new sides that would compete in domestic tournaments for the 2019–20 season, including the Ranji Trophy.",61526472
6152647200000003,Former Indian cricketer V.R.V. Singh was appointed as the first coach of the Chandigarh cricket team.,61526472
6152647200000004,"In December 2019, the Chandigarh cricket team made their debut in the Ranji Trophy in the Plate Division.",61526472
6152647200000005,Arslan Khan scored the first century by a batsman for Chandigarh in their first match of the season in first-class cricket.,61526472
6152647200000006,"As of February 12, 2020, the fixture between Chandigarh and Manipur was the 60,000th first-class cricket match to be played.",61526472
6152647200000007,The Sector 16 Stadium in Chandigarh serves as the home ground for the Chandigarh cricket team.,61526472
6152647200000008,"The following players have international caps: Manan Vohra, Ankit Kaushik, Arjun Azad, and Jaskaranvir Sohi.",61526472
6152647400000001,"Cape Brown headland was named ""Cape Brown"" by William Scoresby, a Scottish botanist, in 1822.",61526474
6152647400000002,"Robert Brown, the Scottish botanist, was born in 1773 and died in 1858.",61526474
6152647400000003,The Three-year Expedition to East Greenland took place between [time period] at Cape Brown's eastern shore near Fleming Fjord.,61526474
6152647400000004,"A small wintering station known as ""Kap Brown Station"" was built on the eastern shore of Fleming Fjord SW of Cape Brown in 1934.",61526474
6152647400000005,Vimmelskaftet and Flemmingfjordhuset were alternative names used for the same wintering station at Cape Brown.,61526474
6152647400000006,"Cape Brown is located south of Cape Biot, off the southern end of Davy Sound in the Greenland Sea.",61526474
6152647400000007,The northernmost point of the Wegener Peninsula in Jameson Land is Cape Brown.,61526474
6152647400000008,"Rising between the mouth of Fleming Fjord to the west and Nathorst Fjord to the east, it forms a high conspicuous headland with reddish-brown rocky sides at Cape Brown.",61526474
6152647400000009,Prostar Sailing Directions 2005 Greenland and Iceland Enroute lists Cape Brown as one of its geographical references on p. 118.,61526474
6152651000000001,"Miley Cyrus' song ""Slide Away"" was released as a stand-alone single on August 16, 2019.",61526510
6152651000000002,"The song ""Slide Away"" was written by Miley Cyrus, Alma, and its producers Andrew Wyatt and Mike Will Made It.",61526510
6152651000000003,"The lyrics of ""Slide Away"" discuss the deterioration of a relationship, which is often compared to Miley Cyrus' separation from husband Liam Hemsworth.",61526510
6152651000000004,The song received generally positive reviews from music critics.,61526510
6152651000000005,"""Slide Away"" charted at number 47 on the US Billboard Hot 100.",61526510
6152651000000006,"The accompanying music video for ""Slide Away"" was released on September 6, 2019.",61526510
6152651000000007,"Miley Cyrus performed ""Slide Away"" at the 2019 MTV Video Music Awards in Newark, New Jersey on August 26.",61526510
6152651000000008,"The performance of ""Slide Away"" was broadcast in black and white.",61526510
6152651000000009,"Miley Cyrus' song ""Slide Away"" is three minutes and fifty-three seconds long.",61526510
6152651000000010,"""Slide Away"" features a combination of hip-hop drums, warm guitars, sweeping strings, and layered samples over a snappy beat.",61526510
6152651000000011,"The lyrics of ""Slide Away"" are described as more introspective and somber than the songs released from her forthcoming album She Is Miley Cyrus (2020).",61526510
6152651000000012,"The line ""move on, we're not seventeen / I'm not who I used to be"" is believed to reference Miley Cyrus' first meeting while filming The Last Song (2010).",61526510
6152660400000001,The National Railway Equipment Company is constructing an Australian diesel-electric locomotive called the Watco Australia WRA Class in the United States.,61526604
6152660400000002,"In 2018, Watco Australia ordered 8 Watco Australia WRA Class locomotives for use on the Queensland Rail network.",61526604
6152660400000003,The Watco Australia WRA Class locomotive features a V12 diesel prime mover rated at 1.6MW.,61526604
6152660400000004,"On August 16, 2019, the first two units of the Watco Australia WRA Class locomotive arrived at The Port of Brisbane on the vessel Tarago.",61526604
6152660400000005,The first two units of the Watco Australia WRA Class locomotive were transferred to Warwick behind QR locomotive 1724.,61526604
6152661400000001,"Christian Elizabeth ""Betty""/""Bett"" Law was a Scottish curler.",61526614
6152661400000002,"Betty Law won the first-ever European Curling Championships in a year that is not specified, but it took place before 1977.",61526614
6152661400000003,Betty Law was a two-time Scottish women's curling champion.,61526614
6152661400000004,"Betty Law was born on April 11, 1928.",61526614
6152661400000005,"Betty Law died on May 19, 2001.",61526614
6152663000000001,"Monal locality in the North Burnett Region, Queensland, Australia had a population of 35 people.",61526630
6152663000000002,The pastoral run held by James C. Mackay in 1853 is listed on 1872 and 1878 maps of the district.,61526630
6152663000000003,"Monal Provisional School opened on June 15, 1892.",61526630
6152663000000004,"Monal State School became operational on January 1, 1909.",61526630
6152663000000005,Monal Creek Provisional School reopened as a full-time school in 1927.,61526630
6152663000000006,Bukali State School was established at the original site of Monal Creek Provisional School in June 1936.,61526630
6152663000000007,The Monal Town Site is listed as a heritage-listed site on Monal Road.,61526630
6152663000000008,James C. Mackay held the pastoral run from 1853 to an unknown end date.,61526630
6152665800000001,"Suvinitha Weerasinghe was born on May 19, 1947.",61526658
6152665800000002,She started junior school at Buddhist Girls College in Mount Lavinia until grade 5.,61526658
6152665800000003,"At Dehiwela Madya Maha Vidyalaya, she was an athlete and a strong netball shooter.",61526658
6152665800000004,She completed all three stages of Kandyan dancing at school times.,61526658
6152665800000005,Suvinitha Weerasinghe enrolled with Indigenous Medical College for a four-year course.,61526658
6152665800000006,She quit from medical college and entered the cinema industry during her third year of studies.,61526658
6152665800000007,"Her first husband, Tissa Abeysekara, was a renowned director in Sinhala cinema.",61526658
6152665800000008,"Suvinitha Weerasinghe has one son, Devinda Kongahage, who is also a director in Sinhala cinema.",61526658
6152665800000009,She acted in H. D. Premaratne's Sandun Gira Gini Ganee serial.,61526658
6152665800000010,Suvinitha Weerasinghe was a judge on the reality show Guwan Prathibha Prabha in drama category.,61526658
6152665800000011,"Her maiden cinematic experience came through the 1962 film Suhada Divi Piduma, directed by Robin Tampoe.",61526658
6152665800000012,She played the role of Wasanthi in the 1963 film Sudu Sande Kalu Wala.,61526658
6152665800000013,"Suvinitha Weerasinghe acted in Welikathara (1971), directed by Robin Tampoe.",61526658
6152665800000014,She portrayed Vandigeera Arachchilage Namali Kanthilatha in the 1975 film Sikuruliya.,61526658
6152665800000015,"Suvinitha Weerasinghe acted in Sudo Sudu (1965) and also appeared in other critically acclaimed films like Sikuruliya Anupama, Welikathara, Loka Horu, Hulavali, Sakunthala, Siri Pathula, Anupama, Saara, Sasaraka Pathum, Ektam Ge, Malata Noena Bambaru, Sandamali, Thuththiri Mal, Jaya Sikurui, Sathi Pooja, Channai Kello Dennai, Bawa Duka, Bawa Karma, Hansa Vilapaya, Daru Upatha, Mille Soya, Ira Handa Yata, Bandhanaya, and Wassanaye Sanda.",61526658
6152665800000016,Suvinitha Weerasinghe won the Merit Award for Sathi Pooja in 1985.,61526658
6152665800000017,She is a recipient of the Presidential Film Awards.,61526658
6152665800000018,Suvinitha Weerasinghe was listed as a member of National List of Democratic National Alliance in 2010 General Election.,61526658
6152665800000019,The film Sihina Lowak Soya (TBD) stars Suvinitha Weerasinghe.,61526658
